Case No,Division,Water District,Waterbody Name,Waterbody Type,Appropriation Type,Appropriation Date,Prior Adjudication Date,WDID,Upper Terminus,UT UTM East,UT UTM North,Lower Terminus,LT UTM East,LT UTM North,Lake UTM North,Lake UTM East,Location,Length,Flow Amounts,Volume in AF,County,Watershed
17CW3063,4,59,Brush Creek,Stream,New Appropriation,01/24/2017,,5901411,confl Middle & East Brush Creeks at,339317.46,4308647.90,confl West Brush Creek at,336872.42,4307385.91,,,"(38.900278, -106.881111)",2.32,"1.7 (01/01 - 04/14), 11 (04/15 - 04/30), 8 (05/01 - 08/31), 5 (09/01 - 09/30), 8 (10/01 - 10/15), 2.7 (10/16 - 12/31)",,Gunnison,East-Taylor
W-3199-76,5,37,BORAH LAKE,Lake,New Appropriation,03/17/1976,,3703540,na,,,na,,,4375080.82,335058.13,"(39.509722, -106.9175)",,,22,Eagle,Eagle
81CW0296,6,47,Grizzly Creek,Stream,New Appropriation,12/03/1981,,4702087,headwaters in,362590.73,4475652.47,confl Arapaho Creek in,376336.26,4480857.38,,,"(40.469194, -106.458744)",17.6,2 (1/1 - 12/31),,Jackson,North Platte Headwaters
16CW3174,1,3,Boxelder Creek,Stream,New Appropriation,01/26/2016,,0302132,confl S & N Boxelder Creeks at,482402.33,4533562.13,confl unnamed tributary at,485243.56,4529230.45,,,"(40.914047, -105.175233)",4.72,"1.3 (7/1 - 5/15), 5 (5/16 - 6/30)",,Larimer,Cache La Poudre
80CW0127,4,62,Wager Gulch,Stream,New Appropriation,03/17/1980,,6201447,headwaters in vicinity of,292132.36,4193923.44,confl Lake Fork Gunnison R at,292204.38,4198092.50,,,"(37.906667, -107.363333)",2.7,5 (1/1 - 12/31),,Hinsdale,Upper Gunnison
W-8356-76,1,5,"CONEY LAKE, UPPER",Lake,New Appropriation,03/17/1976,,0502118,na,,,na,,,4440089.71,446806.05,"(40.109444, -105.623611)",,,248,Boulder,St. Vrain
77W1298,6,58,South Fork Service Creek,Stream,New Appropriation,09/23/1977,,5802300,headwaters in,358610.94,4454618.43,confl Service Creek at,359837.89,4458877.67,,,"(40.268611, -106.648056)",3,2 (1/1 - 12/31),,Routt,Upper Yampa
87CW0276,5,51,Colorado River,Stream,New Appropriation,10/02/1987,,5102068,confl Onahu Creek in,427744.61,4460680.38,hdgt Redtop Valley Ditch at,426214.55,4456070.35,,,"(40.251667, -105.867222)",5.3,"10 (10/1 - 4/30), 18 (5/1 - 9/30)",,Grand,Colorado Headwaters
W-8738-77,1,23,"ELKHORN LAKE, WEST",Lake,New Appropriation,01/19/1977,,2302102,na,,,na,,,4346275.25,427534.83,,,,21,Park,South Platte Headwaters
W-3051-76,5,38,SNOWMASS LAKE,Lake,New Appropriation,01/14/1976,,3803875,na,,,na,,,4331691.54,324159.96,"(39.116667, -107.033333)",,,2050,Pitkin,Roaring Fork
80CW0373,5,43,Skinny Fish Creek,Stream,New Appropriation,05/07/1980,,4302345,headwaters in vicinity of,311520.90,4434504.42,confl NF White River at,308777.90,4431907.38,,,"(40.015833, -107.24)",3,6 (1/1 - 12/31),,Garfield,Upper White
80CW0018,5,38,Hunter Creek,Stream,Acquisition,10/13/1957,,3802113,McFarlane Springs in,345546.72,4341448.95,historic return flow point in,343024.15,4340241.76,,,"(39.197264, -106.817822)",2.1,9.46 (5/15 - 9/15),,Pitkin,Roaring Fork
14CW3147,5,45,Beaver Dam Creek,Stream,New Appropriation,01/28/2014,,4502005,headwaters in the vicinity of,289024.04,4359384.32,confl East Divide Creek at,286958.19,4360138.20,,,"(39.364444, -107.472778)",1.6,"0.9 (5/1 - 8/31), 0.35 (9/1 - 10/31), 0.14 (11/1 - 4/30)",,Mesa,Colorado Headwaters-Plateau
84CW0286,7,71,Coke Oven Creek,Stream,New Appropriation,07/13/1984,,7101909,headwaters in vicinity of,237640.48,4188110.88,confl Dolores Creek at,237347.40,4184605.20,,,"(37.771111, -107.981111)",2.4,1 (1/1 - 12/31),,Dolores,Upper Dolores
18CW3037,6,43,Douglas Creek,Stream,New Appropriation,01/22/2018,,,confl E & W Douglas Creeks at,181274.73,4418708.38,confl White River at,177669.10,4444930.57,,,"(40.092969, -108.780808)",26.29,"2.7 (03/16 - 06/15), 1.7 (06/16 - 06/30)",,Rio Blanco,Lower White
84CW0387,4,62,Henson Creek,Stream,New Appropriation,05/04/1984,,6201675,confl Nellie Creek at,289231.47,4210794.63,confl Lake Fork Gunnison R in,296859.67,4211196.40,,,"(38.025714, -107.314394)",5.2,"15 (11/1 - 3/31), 25 (4/1 - 10/31)",,Hinsdale,Upper Gunnison
90CW0295,5,51,Strawberry Creek,Stream,New Appropriation,11/27/1990,,5102078,confl unnamed tributary in,430522.60,4436730.10,hdgt #2 Vail Irr Sys at,426881.54,4436228.11,,,"(40.073333, -105.856944)",3.6,"1 (10/1 - 4/14), 2 (4/15 - 9/30)",,Grand,Colorado Headwaters
73W1954,5,38,Lime Creek,Stream,New Appropriation,07/12/1973,,3802022,"10,000 ft elevation at",361866.90,4366237.21,confl Fryingpan River in,354051.98,4357450.43,,,"(39.354167, -106.693056)",7.7,"1.5 (10/1 - 3/31), 3 (4/1 - 9/30)",,"Eagle, Pitkin",Roaring Fork
94CW0056,3,20,Soda Creek,Stream,New Appropriation,03/09/1994,,2001868,headwaters in vicinity of,342966.91,4174518.04,confl Goose Creek in,338612.02,4179170.15,,,"(37.745608, -106.831797)",4.5,"0.75 (4/1 - 10/15), 0.25 (10/16 - 3/31)",,Mineral,Rio Grande Headwaters
85CW0425,1,3,Cache la Poudre River,Stream,New Appropriation,11/08/1985,,0302113,confl SF Cache la Poudre at,462203.45,4504046.36,Wild & Scenic terminus at,474618.01,4504046.55,,,"(40.686919, -105.300383)",12.2,55 (1/1 - 12/31),,Larimer,Cache La Poudre
W-3066-76,5,38,CAPITOL LAKE,Lake,New Appropriation,01/14/1976,,3803810,na,,,na,,,4336788.72,320174.64,"(39.1625, -107.079167)",,,1085,Pitkin,Roaring Fork
80CW0294,5,39,East Elk Creek,Stream,New Appropriation,05/07/1980,,3902001,headwaters in vicinity of,288220.08,4400718.80,confl Elk Creek at,280648.36,4384613.33,,,"(39.582778, -107.553333)",12.8,"6 (10/1 - 4/30), 10 (5/1 - 9/30)",,Garfield,Colorado Headwaters-Plateau
94CW0041,3,35,Big Spring Creek,Stream,New Appropriation,11/03/1994,,3500716,hdgt Los Ojos Ditch at,441107.00,4176650.96,inlet San Luis Lake at,435704.12,4170805.69,,,"(37.682222, -105.728611)",6.85,0.25 (1/1 - 12/31),,Alamosa,San Luis
04CW0160,4,63,North Fork West Creek,Stream,New Appropriation,01/28/2004,,6300789,confl Two V Gulch at,160867.69,4304667.35,confl West Creek at,161005.50,4297275.29,,,"(38.758889, -108.900278)",6,"3.7 (4/1 - 6/15), 0.8 (6/16 - 7/31), 0.4 (8/1 - 2/14), 0.8 (2/15 - 3/31)",,Mesa,Lower Dolores
80CW0100,4,62,Mill Gulch,Stream,New Appropriation,03/17/1980,,6201338,headwaters in vicinity of,288360.38,4194120.44,confl Lake Fork Gunnison R at,289693.28,4198214.00,,,"(37.907222, -107.391944)",2.9,4 (1/1 - 12/31),,Hinsdale,Upper Gunnison
W-4479-76,2,13,"DRY LAKE, MIDDLE",Lake,New Appropriation,01/14/1976,,1303534,na,,,na,,,4209366.82,448634.64,"(38.030556, -105.584722)",,,30,Custer,Arkansas Headwaters
87CW0053,7,30,Big Bend Creek,Stream,New Appropriation,05/15/1987,,3001918,confl unnamed tributary at,236261.10,4164275.88,confl Hermosa Creek at,240139.84,4162745.87,,,"(37.575, -107.941944)",2.8,"1.5 (4/1 - 6/30), 0.5 (7/1 - 3/31)",,La Plata,Animas
77W3635,5,37,Black Gore Creek,Stream,New Appropriation,07/27/1977,,3702055,outlet Lower Black Lake at,394811.93,4378566.10,confl Gore Creek in,390068.93,4386985.63,,,"(39.625581, -106.280867)",10,"3 (10/1 - 4/30), 7 (5/1 - 9/30)",,Eagle,Eagle
77W4677,2,13,Horn Creek,Stream,New Appropriation,11/15/1977,,1303001,headwaters in vicinity of,448090.88,4206712.10,Forest Service boundary at,453069.08,4211349.28,,,"(38.048611, -105.534167)",4,2 (1/1 - 12/31),,Custer,Arkansas Headwaters
84CW0161,3,20,South Fork Rio Grande,Stream,New Appropriation,08/16/1982,,2001826,confl Pass Creek at,342972.09,4157712.43,confl Park Creek at,347435.80,4161952.25,,,"(37.591944, -106.7275)",3.9,"12 (10/1 - 4/30), 25 (5/1 - 9/30)",,Mineral,Rio Grande Headwaters
W-3616-77,3,20,"CRYSTAL LAKE, UPPER",Lake,New Appropriation,03/17/1976,,2003606,na,,,na,,,4148354.71,359490.18,,,,62,Rio Grande,Rio Grande Headwaters
W-4302-75,2,11,SILVERKING LAKE,Lake,New Appropriation,07/09/1975,,1103966,na,,,na,,,4307969.37,381267.79,"(38.925, -106.366667)",,,89,Chaffee,Arkansas Headwaters
11CW0152,5,51,Elk Creek,Stream,Acquisition,,,,Confluence of West Main Elk Creek,,,Confluence of East Elk Creek,,,,,,0.2,,,Grand,Colorado Headwaters
80CW0128,5,38,North Fork Crystal River,Stream,New Appropriation,03/17/1980,,3802011,headwaters in vicinity of,326591.40,4324257.03,confl SF Crystal River at,317935.47,4325427.04,,,"(39.058889, -107.103611)",8.5,20 (1/1 - 12/31),,Gunnison,Roaring Fork
16CW3172,1,3,Sand Creek,Stream,New Appropriation,01/26/2016,,0302152,Colorado - Wyoming stateline at,482303.65,4538599.90,confl unnamed tributrary at,486977.39,4531763.76,,,"(40.936897, -105.154697)",6.59,"1.5 (7/1 - 5/15), 5.5 (5/16 - 6/30)",,Larimer,Cache La Poudre
06CW0035,6,44,Armstrong Creek,Stream,New Appropriation,01/25/2006,,4402438,headwaters in vicinity of,325157.14,4514662.45,inlet of prop California Pk Res at,319690.35,4512573.36,,,"(40.744444, -107.135556)",4.9,"1 (4/1 - 7/15), 0.25 (7/16 - 3/31)",,Routt,Upper Yampa
80CW0078,2,10,Ice Cave Creek,Stream,New Appropriation,05/07/1980,,1003001,headwaters in vicinity of,498061.30,4328186.26,confl N Monument Creek at,505760.36,4329702.25,,,"(39.116389, -105.932778)",5.7,1 (1/1 - 12/31),,El Paso,"Fountain, Upper South Platte"
W-3194-76,5,36,MOHAWK LAKE #2,Lake,New Appropriation,03/17/1976,,3603586,na,,,na,,,4363736.60,406098.34,"(39.418056, -106.090278)",,,444,Summit,Blue
07CW0227,5,37,Hat Creek,Stream,Acquisition,03/06/1914,07/17/1916 12:00:00 AM,3702061,hdgt Hat Creek Ditch at,354853.17,4374877.88,confl E Brush Creek at,355009.92,4375575.19,,,"(39.5175, -106.686667)",0.48,"0.77 (5/1 - 5/31), 2 (6/1 - 10/31)",,Eagle,Eagle
W-3319-77,4,59,"COPPER LAKE, UPPER",Lake,New Appropriation,01/19/1977,,5903722,na,,,na,,,4319878.67,331187.22,"(39.011667, -106.949167)",,,35,Gunnison,East-Taylor
84CW0355,4,59,Italian Creek,Stream,New Appropriation,05/04/1984,,5901491,confl S Italian Creek at,355602.65,4312733.91,confl Taylor River at,358831.67,4312702.92,,,"(38.952222, -106.628611)",2.1,2.5 (1/1 - 12/31),,Gunnison,East-Taylor
W-8385-76,1,6,WOODLAND LAKE,Lake,New Appropriation,03/17/1976,,0602114,na,,,na,,,4422909.68,443411.12,"(39.954444, -105.661944)",,,25,Boulder,St. Vrain
78W3773,5,51,Pass Creek,Stream,New Appropriation,05/12/1978,,5102001,headwaters in,404979.39,4465954.49,confl Willow Creek at,409791.40,4462480.47,,,"(40.307778, -106.060556)",4.5,2 (1/1 - 12/31),,Grand,Colorado Headwaters
76W2920,4,63,Big Creek,Stream,New Appropriation,07/30/1976,,6300612,outlet Big Creek Res in,178083.25,4290938.94,confl Gill Creek in,179954.34,4293464.86,,,"(38.731903, -108.681617)",2,1 (1/1 - 12/31),,Mesa,Lower Dolores
86CW0204,5,36,Blue River,Stream,New Appropriation,03/14/1986,,3602030,pond 5200' u/s Swan River in,410036.97,4376458.20,confl Swan River at,410787.48,4377940.78,,,"(39.538056, -106.0375)",1,"10 (11/1 - 4/30), 20 (5/1 - 10/31)",,Summit,Blue
86CW0210,5,36,Snake River,Stream,New Appropriation,03/14/1986,,3602033,confl NF Snake River at,419102.15,4384321.29,confl Dillon Res in,413235.71,4384292.34,,,"(39.603981, -106.010631)",4.4,"6 (10/1 - 4/30), 12 (5/1 - 9/30)",,Summit,Blue
94CW0262,1,9,Corral Creek,Stream,New Appropriation,09/13/1994,,0902101,confl Vance Creek at,460943.64,4387032.26,confl Bear Creek at,463311.64,4386469.23,,,"(39.627222, -105.426667)",1.5,"2 (7/16 - 3/31), 5 (4/1 - 7/15)",,Clear Creek,Upper South Platte
W-1784-77,7,31,MYSTERY LAKE,Lake,New Appropriation,03/09/1977,,3103923,na,,,na,,,4172705.37,279224.55,"(37.675, -107.502778)",,,215,San Juan,Animas
W-3304-77,4,68,"BLUE LAKE, LOWER",Lake,New Appropriation,03/09/1977,,6803657,na,,,na,,,4209554.39,252820.74,"(38.0, -107.814444)",,,2944,Ouray,Uncompahgre
85CW0633,5,51,Cook Creek,Stream,New Appropriation,11/08/1985,,5102051,headwaters in vicinity of,412271.58,4419969.91,confl Keyser Creek at,409953.23,4417907.88,,,"(39.906944, -106.051944)",2.5,0.5 (1/1 - 12/31),,Grand,Colorado Headwaters
89CW0021,3,25,Spanish Creek,Stream,New Appropriation,05/11/1989,,2500818,headwaters in vicinity of,448499.76,4203102.41,unnamed road crossing at,441794.77,4200755.30,,,"(37.9525, -105.661944)",4.6,"0.5 (10/1 - 4/14), 1.5 (4/15 - 9/30)",,Saguache,San Luis
W-3008-76,5,38,STRAWBERRY LAKE #2,Lake,New Appropriation,01/14/1976,,3803894,na,,,na,,,4363361.34,366434.25,"(39.409444, -106.550833)",,,55,Eagle,Roaring Fork
01CW0106,6,58,Yampa River,Stream,New Appropriation,07/24/2001,,5802164,confl Morrison Creek at,345653.02,4461514.72,inlet Lake Catamount Res at,346394.05,4467749.31,,,"(40.346389, -106.808056)",5.4,"72.5 (4/1 - 8/14), 47.5 (8/15 - 3/31)",,Routt,Upper Yampa
78W3788,5,37,Eagle River,Stream,New Appropriation,05/12/1978,,3702028,confl Homestake Creek in,381471.92,4373978.35,confl Cross Creek in,379197.28,4381033.14,,,"(39.570497, -106.406419)",6,"11 (10/1 - 4/30), 25 (5/1 - 9/30)",,Eagle,Eagle
77W1311,6,58,Walton Creek,Stream,New Appropriation,09/23/1977,,5802401,confl Fishhook Creek at,353091.84,4474813.53,USGS gage at,348356.96,4474538.74,,,"(40.407778, -106.786667)",3,10 (1/1 - 12/31),,Routt,Upper Yampa
11CW0152,5,51,Saint Louis Creek,Stream,Acquisition,,,,Confluence of Iron Creek,,,Confluence of Byers Creek,,,,,,1.15,"10 (5/15 - 9/15), 2 (9/16 - 5/14)",,Grand,Colorado Headwaters
80CW0110,4,28,Major Creek,Stream,New Appropriation,03/17/1980,,2801101,headwaters in vicinity of,381726.39,4262559.35,confl No Name Creek at,376780.28,4260101.11,,,"(38.480833, -106.411944)",3.9,1.5 (1/1 - 12/31),,Gunnison,Tomichi
77W3616,5,53,Colorado River,Stream,New Appropriation,09/23/1977,,5302001,headwaters in vicinity of,353496.05,4441596.73,confl Toponas Creek at,354003.16,4438581.10,,,"(40.084722, -106.701111)",3,1 (1/1 - 12/31),,Routt,Colorado Headwaters
W-3812-77,3,25,"SAND CREEK LAKE, UPPER",Lake,New Appropriation,01/19/1977,,3503527,na,,,na,,,4199326.25,452550.13,"(37.940278, -105.539444)",,,1030,Saguache,San Luis
W-1085-76,6,47,UTE LAKE,Lake,New Appropriation,05/12/1976,,4704369,na,,,na,,,4377925.97,373251.38,"(40.803333, -106.6075)",,,139,Jackson,North Platte Headwaters
04CW0040,7,30,Big Horn Gulch,Stream,Acquisition,07/13/1954,03/21/1966 12:00:00 AM,3001936,confl unnamed trib at,261413.67,4196634.39,confl Mineral Creek at,260619.67,4196047.37,,,"(37.880278, -107.721944)",0.72,10 (5/15 - 10/31),,San Juan,Animas
11CW0152,5,51,Cub Creek,Stream,Acquisition,,,,Denver Water Diversion at Cub Creek,,,Confluence of Fraser River,,,,,,0.4,,,Grand,Colorado Headwaters
84CW0299,7,71,West Dolores River,Stream,New Appropriation,07/13/1984,,7101921,confl Fish Creek at,214751.31,4179887.63,confl Dolores River at,203337.73,4165283.92,,,"(37.586944, -108.358333)",13.2,17 (1/1 - 12/31),,"Dolores, Montezuma",Upper Dolores
90CW0302,5,51,Fraser River,Stream,New Appropriation,11/27/1990,,5102108,confl Jim Creek at,435367.62,4414669.78,confl Vasquez Creek in,433079.60,4419582.86,,,"(39.923706, -105.783106)",3.8,"8 (5/15 - 9/15), 3.5 (9/16 - 5/14)",,Grand,Colorado Headwaters
87CW0290,1,3,South Fork Panhandle Creek,Stream,New Appropriation,12/11/1987,,0302125,headwaters in vicinity of,436503.47,4520968.22,confl Panhandle Creek at,440541.80,4524135.80,,,"(40.865833, -105.705)",3.6,"0.5 (11/1 - 4/30), 1 (5/1 - 10/31)",,Larimer,Cache La Poudre
75W2653,5,38,Midway Creek,Stream,New Appropriation,02/26/1975,,3802003,hdgt Fry-Ark Project div at,354501.06,4339209.59,confl Hunter Creek at,353714.77,4340284.98,,,"(39.199722, -106.693333)",0.6,2.5 (1/1 - 12/31),,Pitkin,Roaring Fork
W-1546-76,7,31,"FLINT LAKE, LITTLE",Lake,New Appropriation,05/12/1976,,3103917,na,,,na,,,4167457.88,285217.94,"(37.629167, -107.433333)",,,240,Hinsdale,Upper San Juan
83CW0090,7,71,Fall Creek,Stream,New Appropriation,05/05/1983,,7101903,confl EF & WF Fall Creek at,227840.19,4182782.53,confl WF Dolores River at,227313.27,4184938.01,,,"(37.771389, -108.094722)",1.4,1.5 (1/1 - 12/31),,Dolores,Upper Dolores
W-3817-77,3,26,MACHIN LAKE,Lake,New Appropriation,03/09/1977,,2603584,na,,,na,,,4199512.97,337452.78,"(37.928333, -106.001944)",,,420,Saguache,Rio Grande Headwaters
05CW0316,1,23,South Platte River,Stream,Acquisition,,,,na,,,na,,,,,,,,,Jefferson,South Platte Headwaters
77W1343,6,44,Torso Creek,Stream,New Appropriation,09/23/1977,,4402106,headwaters in,324149.16,4515893.45,confl Elkhead Creek in,320197.16,4515748.46,,,"(40.773056, -107.130561)",3,1 (1/1 - 12/31),,Routt,Upper Yampa
78W9254,1,3,North Fork Joe Wright Creek,Stream,New Appropriation,01/19/1978,,0302149,headwaters in vicinity of,423573.32,4489379.11,confl Joe Wright Creek at,427121.97,4491806.56,,,"(40.574167, -105.860278)",3,2 (1/1 - 12/31),,Larimer,Cache La Poudre
79CW0219,6,58,Phillips Creek,Stream,New Appropriation,12/05/1979,,5802409,confl Chimney Creek at,338747.51,4443284.83,confl Bear River at,338188.83,4447064.71,,,"(40.158611, -106.899444)",2.8,6 (1/1 - 12/31),,Routt,Upper Yampa
92CW0083,6,44,Poose Creek,Stream,New Appropriation,09/16/1992,,4401455,outlet of Vaughn Lake at,307594.02,4444886.44,confl East Fork Williams Fork at,307451.21,4454205.62,,,"(40.216111, -107.262222)",6.7,"1 (5/1 - 9/30), 0.25 (10/1 - 4/30)",,Rio Blanco,Upper Yampa
77W3646,5,36,Boulder Creek,Stream,New Appropriation,01/19/1977,,3602010,headwaters in vicinity of,392493.86,4393597.52,confl Blue River in,402885.03,4399184.46,,,"(39.737025, -106.133364)",6,"3 (10/1 - 4/30), 6 (5/1 - 9/30)",,Summit,Blue
75W8060,1,65,Chief Creek,Stream,New Appropriation,09/10/1975,,6502102,CB & Q RR Bridge in,726444.53,4441968.56,confl NF Republican River in,733841.54,4440213.69,,,"(40.07975, -102.257503)",6.5,4 (1/1 - 12/31),,Yuma,North Fork Republican
90CW0286,5,51,Jim Creek,Stream,New Appropriation,11/27/1990,,5102082,headwaters in vicinity of,439616.35,4410265.20,hdgt diversion structure at,436560.63,4414815.77,,,"(39.881111, -105.741389)",4.2,"1.5 (10/1 - 11/30), 1 (12/1 - 4/14), 4 (4/15 - 9/30)",,Grand,Colorado Headwaters
77W1269,6,58,Mill Creek,Stream,New Appropriation,09/23/1977,,5802280,headwaters in,326581.16,4516411.44,confl Steamboat Lake Res in,333000.17,4517035.42,,,"(40.787342, -106.979286)",3.5,2 (1/1 - 12/31),,Routt,Upper Yampa
W-8380-76,1,5,"CONEY LAKE, LOWER",Lake,New Appropriation,03/17/1976,,0502109,na,,,na,,,4440882.45,448089.95,"(40.116667, -105.608611)",,,95,Boulder,St. Vrain
05CW0149,4,60,Cottonwood Creek,Stream,New Appropriation,01/25/2005,,6001942,confl Little Cottonwood Creek at,206754.40,4241203.05,confl San Miguel River at,202435.96,4241061.86,,,"(38.268333, -108.400278)",3.2,3 (4/1 - 6/15),,Montrose,San Miguel
77W1360,6,58,Mica Creek,Stream,New Appropriation,09/23/1977,,5802276,outlet Mica Lake at,355722.45,4520551.47,confl Gilpin Creek at,356673.42,4517233.48,,,"(40.793611, -106.698056)",2,6 (1/1 - 12/31),,Routt,Upper Yampa
15CW3047,6,44,Armstrong Creek,Stream,New Appropriation,01/26/2015,,4402478,LT of ISF case # 06CW035 at,319690.40,4512573.29,confl Elkhead Creek at,319606.14,4512684.47,,,"(40.745278, -107.136667)",0.1,"1 (4/1 - 6/30), 0.5 (7/1 - 7/31), 0.22 (8/1 - 3/31)",,Routt,Upper Yampa
W-3034-76,5,37,LOST LAKE #1,Lake,New Appropriation,01/14/1976,,3703558,na,,,na,,,4360294.22,376624.40,"(39.383333, -106.431944)",,,19,Eagle,Eagle
85CW0648,5,36,Straight Creek,Stream,New Appropriation,11/08/1985,,3602040,headwaters in vicinity of,420363.91,4394142.46,hdgt diversion in,412297.40,4389064.89,,,"(39.646881, -106.022189)",6.9,2.5 (1/1 - 12/31),,Summit,Blue
92CW0052,6,47,Jack Creek,Stream,New Appropriation,05/08/1992,,4701173,headwaters in vicinity of,420112.33,4471370.53,hdgt Teller Ditch at,411941.20,4475441.52,,,"(40.425, -106.0375)",8.4,"8.5 (5/1 - 8/15), 4 (8/16 - 10/31), 2 (11/1 - 4/30)",,Jackson,North Platte Headwaters
78W3806,5,37,Rule Creek,Stream,New Appropriation,05/12/1978,,3702029,headwaters in,385078.74,4363397.36,confl Eagle River in,386741.55,4364841.27,,,"(39.425667, -106.315856)",1.5,0.5 (1/1 - 12/31),,Eagle,Eagle
W-4306-75,2,12,HUNTS LAKE,Lake,New Appropriation,07/09/1975,,1203300,na,,,na,,,4248911.73,418350.03,,,,60,Fremont,Arkansas Headwaters
10CW0055,2,11,Baldwin Creek,Stream,New Appropriation,01/26/2010,,1103094,outlet of Baldwin Lake at,386626.38,4279783.39,confl Chalk Creek at,389597.58,4285853.50,,,"(38.714444, -106.27)",5.04,"6.5 (5/15 - 8/31), 3.2 (9/1 - 10/31), 1.8 (11/1 - 2/29), 0.9 (3/1 - 4/15), 1.8 (4/16 - 5/14)",,Chaffee,Arkansas Headwaters
87CW0266,1,3,Fall Creek,Stream,New Appropriation,12/11/1987,,0302122,outlet Cirque Lake at,444012.27,4487985.01,confl SF Cache la Poudre R in,449063.30,4489759.47,,,"(40.557033, -105.601644)",3.5,"1 (11/1 - 4/30), 2 (5/1 - 10/31)",,Larimer,Cache La Poudre
80CW0104,4,59,East Brush Creek,Stream,New Appropriation,03/17/1980,,5901551,headwaters in vicinity of,343973.55,4315336.95,confl Middle Brush Creek at,339317.46,4308647.90,,,"(38.912222, -106.852778)",6.1,5 (1/1 - 12/31),,Gunnison,East-Taylor
W-3346-77,4,59,"GOLDEN LAKE, NORTH",Lake,New Appropriation,03/09/1977,,5903740,na,,,na,,,4294839.09,310492.74,"(38.781944, -107.181111)",,,66,Gunnison,Upper Gunnison
11CW0152,5,51,Meadow Creek,Stream,Acquisition,,,,Headgate of Vail Ditch No. 1,,,Confluence of Ranch Creek,,,,,,5.19,1 (1/1 - 12/31),,Grand,Colorado Headwaters
79CW0004,6,47,Middle Fork Arapaho Creek,Stream,New Appropriation,09/19/1978,,4701120,headwaters in vicinity of,389431.40,4465832.69,confl SF Arapahoe Creek at,382068.89,4474770.33,,,"(40.415278, -106.39)",8,5 (1/1 - 12/31),,Jackson,North Platte Headwaters
W-1485-76,7,29,CRATER LAKE,Lake,New Appropriation,03/17/1976,,2903919,na,,,na,,,4139300.81,349996.00,"(37.388333, -106.693889)",,,621,Archuleta,Upper San Juan
06CW0229,4,40,Smith Fork,Stream,New Appropriation,01/25/2005,,4002366,headwaters in vicinity of,289768.66,4283079.62,hdgt Saddle Mountain Ditch at,285534.23,4288974.70,,,"(38.723333, -107.466944)",5.5,"6.4 (4/15 - 7/31), 3 (8/1 - 11/14), 2.4 (11/15 - 3/14), 4.1 (3/15 - 4/14)",,Gunnison,Upper Gunnison
86CW0304,1,48,Pole Creek,Stream,New Appropriation,09/05/1986,,4802110,headwaters in vicinity of,405351.31,4530017.67,confl Johnson Creek in,411083.62,4538218.75,,,"(40.990303, -106.057086)",7,0.5 (1/1 - 12/31),,Larimer,Upper Laramie
76W8223,1,23,South Mosquito Creek,Stream,New Appropriation,01/14/1976,,2302124,headwaters in vicinity of,398896.06,4346620.82,confl Mosquito Creek in,402621.56,4348359.61,,,"(39.279125, -106.129003)",2.7,4 (1/1 - 12/31),,Park,South Platte Headwaters
